,lepton_pt,MET,MT,Mll
42,34758.6768984,63618.7101548,172926.996946,88258.1865212
43,124893.489225,18044.9686198,164552.586642,88258.1865212
44,50647.1921935,133753.098205,374930.69188,8510.02587674
45,85275.5502929,155197.425593,335546.528638,8510.02587674
46,43384.4018611,151462.936215,284563.7782,49216.2112234
47,89981.449447,165908.999672,480331.470271,49807.3918664
48,96688.1808794,110894.671632,297652.479258,24589.4779122
49,40960.3055976,154123.34876,278470.412494,24589.4779122
50,107963.147729,263313.154928,432087.893847,19964.9850953
51,169710.469053,273727.87766,550865.543289,19964.9850953
52,56086.7051569,91454.137783,190344.288739,51327.4413098
53,71175.9592307,137698.362372,224781.119316,51327.4413098
54,99481.8524508,171386.878715,399994.606076,145044.856853
55,35853.6700337,142500.92897,315943.446473,23710.6047868
56,90317.7459449,47136.167928,191642.82676,88283.0765431
57,128571.25885,74540.8862445,227098.894111,22222.2968719
58,68001.9475189,213871.40268,668619.930077,268303.573827
59,103831.391014,120385.576953,342915.379816,268303.573827
60,118717.219653,153299.720269,330668.449454,31898.1115159
61,8598.81140052,150270.06067,191434.603353,19839.437742
62,40536.6291252,189849.514943,264858.095026,12904.8127604
63,26949.2238363,246065.293693,334415.620818,62884.7414697
64,73657.1278225,289006.737046,406512.579245,32303.9458434
65,62414.9291643,62506.4224728,168178.965959,32303.9458434
66,48535.8200952,228112.274588,363215.180663,32303.9458434
67,91129.8464501,121306.959261,239428.477869,66910.2527844
68,16157.1229225,190841.111928,249829.773116,35588.5699288
69,11204.9505282,248940.614311,323869.143789,35588.5699288
70,104383.854572,165597.657446,307992.861709,35588.5699288
71,74964.4963013,121615.009062,328222.456634,49397.8979546
72,81131.5952253,15257.6730126,123022.25008,49397.8979546
73,10539.9367471,109365.001302,138380.866119,23366.6247754
74,38829.8741104,114509.535712,293432.860078,23366.6247754
75,97164.7464053,141245.153867,259883.167852,39246.590438
76,32323.3859979,60719.0385302,148170.653047,25738.6460869
77,59633.2843896,215012.439908,328638.242935,29422.6719036
78,43911.3442952,71006.726763,283451.105978,81862.1942152
79,98928.8817794,68206.7213182,189144.171649,37860.6581612
80,34029.9665076,84572.4328885,200578.200132,26692.2965323
81,72274.3386476,264557.929064,369540.129975,44198.6342563
82,66087.5992738,115424.835479,248652.150059,44198.6342563
83,26640.0560318,63692.2684096,154569.527608,42506.0626337
84,11949.8412483,224586.562666,325530.207386,42506.0626337
85,14564.5401823,146569.820577,252873.860983,30252.5381759
86,40989.4693429,146663.890997,266552.8482,8541.1051269
87,13686.1296663,47591.146548,116568.477579,8541.1051269
88,38369.9039898,327246.110943,567803.339908,50524.7934305
89,6617.79739595,63165.4859669,112168.69127,32567.3064468
90,104750.153687,162894.186438,362263.284596,21738.5568984
91,119162.17825,28064.1305975,192095.119964,21738.5568984
92,54856.6663058,57163.3466117,183917.250031,21738.5568984
93,24370.7726927,94918.8063685,172114.188403,21738.5568984
94,42173.0908873,161922.322755,226908.674728,34928.2135781
95,39359.8005046,130820.865248,275998.050755,34928.2135781
96,108568.996717,76960.7076655,270593.257122,52864.9684582
97,187586.618545,469791.870992,991341.396932,337560.815401
98,16541.9267438,162774.859657,215177.260308,337560.815401
99,119654.564657,131300.071311,306997.569704,337560.815401
100,99237.4516794,79353.016845,203307.424965,25006.9225312
101,58213.0990496,174678.895907,414513.896385,36623.2703336
102,25645.9936854,58045.2576135,139450.214641,29144.8801427
103,79464.9848905,183871.042067,341482.79767,9798.74413525
104,28688.4178017,110949.651617,409378.580644,9798.74413525
105,117858.641868,171278.686378,331364.742906,69867.803792
106,207925.665093,349303.808949,689090.375972,69867.803792
107,55451.7933375,143953.507843,473096.09463,69867.803792
108,51877.172771,118580.843758,366740.235589,42521.4838156
109,12472.4045648,259619.884086,334610.040004,11096.3025215
110,54096.7497937,63072.4966585,222710.585539,11096.3025215
111,97976.6376197,107335.140036,254576.810249,11096.3025215
112,114491.717409,152750.066864,517660.714755,11096.3025215
113,131315.57532,68782.4568017,219975.403164,33574.266024
114,23430.9347675,157488.576648,281356.685766,33574.266024
115,127261.445765,42847.9025889,184988.970033,32899.9063305
116,81208.0775985,179736.225611,280751.150067,19064.2552354
117,95862.0926755,171345.281635,382228.818916,133398.89025
118,16900.9713637,74352.1718345,165188.686785,133398.89025
119,72478.6484898,97307.8862826,280772.866068,30204.563291
120,72576.0895514,235678.916487,424341.320585,119483.444605
121,158000.382481,133284.94172,518810.643871,119483.444605
122,58586.3534854,234786.947623,373233.362197,18357.7177396
123,90154.012195,76077.7817783,220818.8612,40050.5041009
124,42481.8237778,127187.216396,200689.521572,31218.9914116
125,26305.8234968,136359.66556,314990.44148,31218.9914116
126,214327.909074,68910.4280524,346820.716389,19761.6664064
127,74937.0524946,123378.867215,404073.762054,237857.19508
128,76955.5433248,160182.513534,396359.15549,237857.19508
129,111002.88263,188684.97125,351709.153822,237857.19508
130,155770.418907,130605.034454,321361.024809,237857.19508
131,122333.666145,111940.622543,288222.44437,237857.19508
132,20695.2541164,570757.517145,620077.112157,32186.5326444
133,97817.6573013,187723.558202,427382.936641,32186.5326444
134,51622.4673237,259926.303232,454856.552876,130047.572901
135,60235.3148655,24693.3173593,135906.457111,30993.3415299
136,35339.6346607,228588.530803,316922.775596,46261.9570558
137,120070.099629,177872.43922,318713.304561,62787.9641566
138,32665.0264088,227190.461292,304897.509852,62787.9641566
139,86855.3995411,163618.959146,321915.245942,80447.1894512
140,149586.487375,206869.561239,380456.71513,26142.0244965
141,142088.554164,152749.470423,830517.277838,495784.538789
142,156946.577177,106145.218618,303147.945099,495784.538789
143,25617.9387874,182625.488087,299041.19747,82724.4933921
144,1511.3644994,288792.654799,356936.781168,32021.0389498
145,136477.251302,175868.259393,327490.342357,37161.8453339
146,133633.954824,416982.726914,598937.752525,41681.1090737
147,132199.199578,209695.401038,463026.420868,41681.1090737
148,13152.7810333,144956.720763,222171.264064,11827.7150061
149,28520.9316989,175506.32318,239543.920072,47664.7861375
150,33364.374406,81425.8508331,156230.689373,50588.3473385
151,22226.0897991,205104.18788,360315.50083,50588.3473385
152,87769.6913315,54010.5482174,279813.966354,50588.3473385
153,13521.5892229,217998.588419,286019.173218,50588.3473385
154,22760.9420126,174866.010789,423740.881332,50588.3473385
155,31367.42009,120986.702811,210063.195955,51663.8477721
156,82602.5706644,214619.979769,669678.085113,51663.8477721
157,21594.2071051,106268.760502,217796.260869,51663.8477721
158,29071.3862235,85270.6838768,154153.754592,25841.9614153
159,81670.0033305,193686.309803,348238.143887,25841.9614153
160,57697.1328311,275357.41052,367431.492342,59691.1963675
161,27746.7312168,196130.805718,328199.853778,59691.1963675
162,38701.7376708,83231.1215978,201848.782205,91649.9870214
163,37348.9985981,129186.617368,239583.222048,91649.9870214
164,51330.9788625,158519.547614,265572.673065,91649.9870214
165,78089.2464591,155604.887434,258812.722676,31602.6954543
166,120811.198526,185948.809128,401341.351678,31602.6954543
167,68165.9215741,56978.9459061,207581.031652,19250.8299703
168,77013.0872064,208951.106122,371256.222592,11271.554058
169,26104.1244934,156765.089811,264324.282695,11271.554058
170,48904.183695,290317.563637,418774.299557,11271.554058
171,76474.6394937,196891.322981,357999.442449,11271.554058
172,37576.2566672,83445.3630769,319076.867135,11271.554058
173,58197.0279505,235745.443861,355290.643259,11271.554058
174,38679.7841316,108940.766554,190755.424574,58319.2172674
175,69441.6256432,80089.6594382,305265.00243,58319.2172674
176,65444.3132038,291220.963619,400387.978015,58319.2172674
177,55229.0895167,79665.2771793,213414.016746,50729.7553388
178,101709.445304,190797.034848,549668.016876,50729.7553388
179,165027.207714,252953.627623,475200.637236,33878.5152532
180,53379.5314196,86287.9875526,279680.381285,33878.5152532
181,121873.315372,107076.975095,234587.525987,29319.0287906
182,49913.8383691,149973.805615,293910.736298,29383.3900316
183,30930.7395071,194051.668431,268225.573343,29383.3900316
184,36448.5160773,263806.313404,311377.911663,28143.865868
185,80287.3583299,106006.371547,277007.319346,28143.865868
186,192105.085674,196136.770385,503770.813847,28143.865868
187,9397.48548718,130018.614167,192156.908585,33446.9564841
188,60423.9565723,49531.007586,127228.033462,33168.503518
189,119419.698188,121319.448168,500588.042496,320373.978012
190,53936.2591836,187754.986174,370162.328567,320373.978012
191,97862.2945549,108190.524417,231192.65111,320373.978012
192,23065.0562196,171580.891304,242383.597219,33360.5259228
193,76365.543961,223784.590453,323769.705507,33901.204061
194,110993.041896,111138.088036,289574.018335,33901.204061
195,10322.1652352,119193.89678,171900.224965,33901.204061
196,42893.976934,353545.950045,465253.116809,33901.204061
197,42473.4640368,171360.721651,317857.970107,33901.204061
198,62482.4518138,70238.0632758,179786.266519,33901.204061
199,33539.8452199,93997.5644865,198698.535293,16498.1757769
200,30722.0499095,102799.206319,245927.838338,16498.1757769
201,25854.035724,156708.722049,241242.757728,16498.1757769
202,84280.6092885,109823.698697,239772.766145,16498.1757769
203,127928.031291,82639.7284847,399085.858792,16498.1757769
204,69564.0898715,140498.262398,241475.110646,16498.1757769
205,63080.7305852,261088.925417,379405.418653,34678.8324635
206,30471.2307781,96048.7498799,188830.362307,34678.8324635
207,53674.5873342,35283.0104414,111095.663443,34678.8324635
208,19820.1653284,119918.348377,257170.450392,29369.8666178
209,215279.58651,106721.824293,360636.943119,26470.5652555
210,53599.6260636,147075.06468,263217.7629,33844.1721599
211,99256.7976304,168539.847758,412767.959383,33844.1721599
212,2746.35537732,168457.570639,258619.992216,33844.1721599
213,32712.5334543,228709.103156,311253.812574,33844.1721599
214,170962.397368,113968.140953,295915.965218,13971.2927058
215,84527.8888752,142202.245701,266716.776764,20662.7121956
216,36475.3690626,159919.31763,340066.928743,20662.7121956
217,122765.790065,180108.681971,353721.184471,37455.909235
218,46160.3110773,109647.599627,189253.570754,20157.9616466
219,76614.7290953,81703.6688192,299079.522692,26296.3557019
220,60828.6186558,230598.671714,321822.963252,26296.3557019
221,34204.60104,58243.9216474,114928.717752,26296.5364979
222,25951.1841597,129578.561763,210420.071343,16432.3290656
223,31385.2050816,43168.2032337,99682.3156274,27249.7471061
224,38629.3621871,206061.01467,273410.108916,12780.6061418
225,33835.0968139,136202.582192,230763.87931,38673.9681557
226,84820.4277596,130284.130013,259520.198531,75859.4008046
227,81407.239447,49143.9233095,173538.876481,54456.7416692
228,47183.640735,116672.185138,350039.61183,205988.91201
229,137718.56719,80026.6542218,264060.615309,99106.8645873
230,20626.8137207,142708.487728,243916.854279,47608.219394
231,51030.0089315,89727.9671004,206261.940205,47608.219394
232,138686.298706,262366.551536,425838.986734,30991.4288308
233,98614.3009957,227669.093516,445276.916471,156475.229268
234,73748.047764,68123.8526132,194112.200903,56500.1681858
235,19017.6382099,126622.489538,211641.179293,21379.306088
236,50241.6675027,216015.780877,372280.935655,21379.306088
237,114457.119035,402673.929299,594196.11996,138268.428129
238,49902.9902032,190125.360528,389355.270427,54674.051494
239,98786.9191555,214807.635787,456850.861527,190299.599735
240,27382.1608904,74396.6277533,155242.692649,190299.599735
241,33537.8583828,320473.532975,625326.217292,190299.599735
242,12443.3201302,133566.274381,186933.476626,29525.6385611
243,35288.4722254,75023.5811856,133850.793542,43581.643132
244,19821.5476667,332494.876887,520268.487514,43581.643132
245,10677.1847239,80423.1472432,151134.258093,34126.2540728
246,34500.7446239,108726.229035,210347.730697,34126.2540728
247,74271.9422435,48433.9883957,178276.732113,34126.2540728
248,131051.25207,102747.690392,321591.601447,34126.2540728
249,32152.8618379,94684.9846054,137524.68673,34126.2540728
250,106557.681386,9030.86283652,153553.542683,51392.7300319
251,33638.1918387,75409.78705,145304.905401,51392.7300319
252,77969.1504982,173738.711619,287554.015889,51392.7300319
253,91948.5649919,255786.749331,611879.496861,51392.7300319
254,170799.685223,320275.256106,620201.147085,122494.206112
255,53906.5770403,370271.52017,464630.084668,122494.206112
256,66248.1073334,315811.117556,441957.487081,122494.206112
257,29188.7534333,104090.089342,210704.585752,29283.8245826
258,155927.98135,56176.5296039,244899.241655,41400.1623466
259,20105.1615545,85699.6638449,121120.758459,41400.1623466
260,74155.4674315,88482.3963943,345209.937231,39204.0653776
261,123582.614288,221345.142003,362669.422122,39204.0653776
262,67355.2255348,117481.697471,481259.04984,39204.0653776
263,35971.0603722,184476.801807,280216.509675,11973.2821883
264,122322.045246,211274.067141,349601.763955,39314.9196038
265,129003.343919,125585.906348,364711.668864,39314.9196038
266,128831.280657,153616.632348,389507.244892,56033.0352064
267,170236.321747,360242.903929,590064.443654,34813.1006486
268,34910.5433727,237097.314614,317873.494456,34813.1006486
269,63279.7437088,65273.1019657,178791.651705,34813.1006486
270,57412.9099109,152813.931187,287033.563666,53499.4091362
271,29706.4878947,38554.3423913,161654.734432,53499.4091362
272,142084.71709,297322.027084,630949.28157,53499.4091362
273,90867.6799885,124114.737651,357538.962565,53499.4091362
274,46321.2527886,160983.65147,266954.888448,38363.1952138
275,154794.568751,168263.601399,358963.801145,38363.1952138
276,64092.5173105,187486.729419,390753.20684,38363.1952138
277,23604.6104,258849.305939,374054.787001,38363.1952138
278,113281.579691,192311.166288,348160.154967,44056.5859576
279,107354.764363,241297.7077,430132.265346,31135.3968739
280,34827.7420865,126178.59907,233607.139165,24055.9744559
281,117408.143058,159754.933583,368357.74587,24055.9744559
282,75696.5436772,79338.5716834,193882.749116,24055.9744559
283,43714.1052575,28030.3608937,101080.452197,24055.9744559
284,100018.028217,99172.6247219,214915.801489,51301.7354375
285,114176.884005,261860.476286,419510.837862,35837.1537256
286,42099.6688469,59197.7838975,152262.538792,31608.8791131
287,104719.641942,604697.817501,999909.387328,31608.8791131
288,94763.0001058,89296.260562,231813.084738,26915.3546728
289,59254.748909,83173.5441182,239190.544301,26915.3546728
290,21207.2963455,193552.179371,283772.855369,13655.1421421
291,30026.6850007,279665.851873,369165.088528,13655.1421421
292,65077.2577675,100979.997086,358347.916777,13655.1421421
293,68989.193993,199506.822682,307408.885333,20685.0944736
294,56629.8421118,199245.419402,604828.666119,20685.0944736
295,32242.8519352,218934.832092,349080.703253,20685.0944736
296,48731.8915053,86618.6200217,199717.536065,51269.6320479
297,72142.3369833,80021.9298299,222921.004958,51269.6320479
298,34086.6089203,154460.186057,236342.13209,51269.6320479
299,120844.353702,85429.1466422,287205.698827,51269.6320479
300,33141.9530167,14500.3066236,73718.8403059,23947.433199
301,45945.2450071,192190.209389,289580.617753,51915.7770663
302,28989.6812871,273822.651146,335968.345737,25586.020282
303,59483.0498107,48144.5127013,305993.289546,200477.22334
304,122070.117096,89391.8464954,300135.864055,200477.22334
305,38259.1243245,85664.8363002,163741.728079,31779.6477737
306,110464.152395,228149.069419,409768.61098,31779.6477737
307,66223.0356351,193405.644621,299988.433825,31779.6477737
308,39476.143601,129583.127326,218443.641613,31779.6477737
309,142305.201666,120540.120677,399847.969012,31779.6477737
310,66990.8204437,143466.038349,236205.602982,35769.0732141
311,53009.4660057,27042.3535889,183649.098947,128230.268144
312,36568.6907301,50512.4364086,115774.797856,40642.0340848
313,25153.1666364,435795.679586,504737.924699,41670.7488068
314,104219.71186,104163.80504,302011.311375,29828.707361
315,5598.01659196,123074.352801,269038.604684,29828.707361
316,107154.059327,124635.001311,489293.317527,29828.707361
317,110821.647552,108985.304527,267660.825655,48934.9149197
318,57654.9768152,36626.3037392,137799.431911,57121.8520048
319,38171.1117268,85771.3812895,190498.294777,70189.5902129
320,278908.291843,436151.839061,773261.234181,70189.5902129
321,39951.2906194,60520.5454975,335207.881327,70189.5902129
322,120007.081302,162726.447451,323158.482406,95439.6752081
323,81651.0220968,172356.644268,292253.882728,25333.4010113
324,18943.9748048,128367.23065,250373.869951,44242.261852
325,23464.0535939,324607.9268,366592.448217,11032.5680375
326,31474.3809184,109154.132961,188057.376933,46311.9263136
327,81457.5067639,25590.4939155,165833.376519,50106.4732761
328,42210.9093995,86847.7165286,256531.1733,50106.4732761
329,57987.6583385,169126.976178,419091.528883,50106.4732761
330,32589.8709756,59590.4474998,131826.003065,33273.2430306
331,106479.248225,160700.920375,335882.72751,33273.2430306
332,27620.3150096,349464.473922,416137.114523,41934.002328
333,99697.8317991,259458.075871,694861.852266,327245.942785
334,129376.608429,108749.576518,259130.318107,14095.3436662
335,95458.3334086,93301.6727589,253194.358794,32272.0185673
336,33431.63123,74062.2919371,152711.676791,50901.7856607
337,39982.9101404,98698.0192743,488637.532725,371546.935194
338,59646.4141438,186124.699026,279708.548399,371546.935194
339,57951.6459936,208439.615067,380403.51981,22878.4464019
340,44196.7272938,131929.753813,233658.837727,74414.0693515
341,5357.86174949,137635.978071,268697.466255,74414.0693515
342,118823.524785,3714.39373828,296204.795481,74414.0693515
343,26575.3366971,220203.287053,279976.999554,27669.684466
344,81826.7061103,112054.083397,264150.834433,62491.8947634
345,72830.9233812,193191.946414,330421.033498,77499.9533079
346,117471.830177,386306.235477,721140.565491,47876.5952663
347,87008.5224881,64540.4592008,196335.257771,73476.5898579
348,27960.2526627,89265.6106641,168457.408387,32117.6419557
349,177502.065312,152236.114388,353287.274795,32117.6419557
350,48704.4344829,280386.148609,688203.149414,32117.6419557
351,153414.016678,107982.417118,311160.13719,32117.6419557
352,7032.33487898,105606.264153,204398.134848,32117.6419557
353,58626.5666682,68779.9788821,158050.600469,32117.6419557
354,179069.962298,178669.556849,427104.083865,29538.6275013
355,49390.0489282,88923.0357345,298922.715686,150016.296978
356,104015.101312,146902.629498,304842.769634,150016.296978
357,59665.3764831,93782.5805409,217731.031736,150016.296978
358,66490.2888379,148251.362937,249439.260268,54798.5001601
359,34494.4126984,73237.4741718,567159.116023,409510.640081
360,81035.6852603,396546.446331,503603.447202,45829.4222263
361,73431.5051554,70469.5031086,176020.721037,30136.965784
362,32156.9880406,20453.2185603,120284.628125,30136.965784
363,30340.2000403,117948.899008,269992.002513,30136.965784
364,137118.130217,363687.050552,523630.749391,9907.63684918
365,50775.2721932,396151.474845,466941.355087,30224.837034
366,88480.2503095,113937.571655,289165.847383,107383.216175
367,101757.810126,36901.4589377,176519.888521,27740.9650531
368,72873.5314164,94828.5916477,212256.556564,27740.9650531
369,57861.3125549,50867.1443728,151742.687799,32338.4765389
370,45544.7053644,252693.162162,388286.827858,17278.5266824
371,20568.7495085,98652.1119087,194929.799193,17278.5266824
372,72238.5811016,130375.790285,325424.829729,17278.5266824
373,10428.0593638,121079.506523,154756.322866,16092.0120032
374,66282.2153041,158549.306457,356040.588258,30300.7710661
375,66579.8804168,69059.717051,342778.774316,188039.208755
376,62823.5222207,61180.0685523,182454.253402,24550.8398889
377,174848.142538,87935.606193,284797.161632,28615.7543042
378,98446.6725182,219814.95214,496571.778196,28615.7543042
379,41437.9965897,109170.156323,177088.961857,39200.597863
380,224003.48113,206651.30518,524280.380509,39200.597863
381,101296.004749,191949.376961,439794.322581,39200.597863
382,93326.8866907,88095.9554048,389517.175821,54365.3345362
383,150208.724165,78163.8229262,289629.53585,54365.3345362
384,128865.155623,88665.6301375,240730.66879,68189.1551716
385,127884.63001,196608.923809,343064.372057,67094.2403952
386,59678.8938639,142575.903775,327777.370265,67094.2403952
387,31321.4446296,218080.36291,278872.94454,45631.7358146
388,39334.9395401,126927.476239,210300.027118,53645.7894469
389,136797.916142,98869.6701319,294949.240773,53645.7894469
390,49062.624193,183763.427512,279208.104242,32181.3819914
391,20234.5508848,171854.293336,298219.949512,32181.3819914
392,64885.4683441,379680.678757,587099.756606,32181.3819914
393,8808.16287777,120349.108074,211058.767211,27306.0988751
394,35755.920801,105676.246958,202824.77739,37034.8042484
395,23592.3073687,266789.860959,305575.928019,17610.6993895
396,20019.0594687,234660.694997,352868.681656,43312.9877307
397,81980.4370711,75291.9937325,261558.472328,43312.9877307
398,19614.963163,72963.5626435,136327.755313,38725.5562353
399,103261.636783,89723.6022975,400786.758997,38725.5562353
400,110953.719314,250753.913795,386354.905654,38725.5562353
401,73401.7532214,48454.0757521,128810.531737,12459.513519
402,83512.7552505,27976.1914835,214122.424051,12459.513519
403,133620.752786,128961.41556,347184.373445,12459.513519
404,115392.642012,44655.9613949,191617.299088,12459.513519
405,100237.094072,106588.642616,250184.048901,63386.0103395
406,70757.423668,281225.09272,393920.221175,29076.9098395
407,35261.0852354,80314.9752672,192732.946671,52988.5577664
408,53245.5184433,310308.111414,406340.590104,23440.3429148
409,121902.992027,127630.035944,307897.370579,23440.3429148
410,14776.4792003,311685.443099,365512.346732,15605.1662268
411,62073.668193,261626.873613,492110.915766,15605.1662268
412,56093.7489127,74129.2868528,189223.706987,52099.9454539
413,46067.2996792,68736.0426118,121691.273781,14124.3259989
414,70330.3928341,85903.7753573,226221.846025,21908.3598437
415,132727.863785,153941.130747,359217.961873,40939.3014101
416,126607.54197,8804.19368619,169841.417525,40939.3014101
417,113607.567778,134187.419286,263330.548513,45671.9570675
418,96971.9001485,89772.8097482,234613.037273,40095.2471428
419,74028.487937,306376.651896,400272.966495,30989.4910344
420,25934.4332631,118505.353503,197179.827202,30989.4910344
421,122592.299897,71889.0071503,221790.858604,20433.5147931
422,105192.585383,49912.1916671,187407.225761,26224.9580451
423,85476.8644566,244568.009301,518309.390022,228015.59453
424,6283.97394389,81380.6783707,163524.78114,228015.59453
425,138746.457155,40626.450699,337493.438746,18607.0193844
426,116929.772364,148581.461996,287310.583488,18607.0193844
427,148144.534617,111776.265247,365520.692465,18607.0193844
428,67725.1168152,194737.524367,327652.457381,63568.0645182
429,55517.5827045,37056.0427143,284664.104246,63568.0645182
430,56823.7604914,355331.895812,525469.723151,63568.0645182
431,72720.1168274,157664.326311,277358.290263,51005.7173959
432,47781.7953237,288523.694956,373722.398183,28070.5778685
433,87042.4816185,19004.5404479,117334.630698,35639.2723559
434,70596.1056233,99817.0645937,185453.859277,29852.0735267
435,86282.967669,127074.159522,366641.584528,29852.0735267
436,40629.3439401,131786.008094,252649.684365,38860.8542939
437,85791.712964,165620.423199,364018.253628,38860.8542939
438,180930.635469,54134.0443618,246717.477355,7582.68282801
439,139712.555364,14065.9499048,241092.909393,7582.68282801
440,76279.3865626,178445.287438,291708.910313,8960.77742185
441,121652.414862,229168.093905,741977.050842,54149.7136794
442,145395.746035,160339.190726,350402.53286,54149.7136794
443,74679.4164359,99634.3983036,553527.833888,54149.7136794
444,144494.580968,67711.2541092,250810.320108,32826.8765485
445,99401.6044327,106357.942863,326753.807484,32826.8765485
446,101460.003856,225351.002367,447875.190554,32826.8765485
447,72575.3376008,105565.135217,324386.162782,32826.8765485
448,27060.1734976,73833.9407108,144961.873585,32826.8765485
449,117695.820413,44236.6218841,223302.085696,32826.8765485
450,47183.9529175,140490.575654,274565.694757,32826.8765485
451,199538.403815,58786.0521004,334106.433919,46609.8214102
452,110515.349472,288260.91133,598266.691769,46609.8214102
453,64107.463572,230701.623171,365802.904365,46609.8214102
454,109891.676889,204945.634715,394133.898179,46609.8214102
455,17527.0770374,231315.665774,289465.077795,29421.0829958
456,23154.4787738,61571.0724574,116536.597566,10870.6446452
457,15832.4698992,99744.8672022,166026.065658,10870.6446452
458,82490.5712046,204809.214655,350329.841485,36830.7101017
459,95988.8672475,143351.549608,450297.875378,46776.206935
460,122832.644307,116454.848477,275879.448137,29479.9851306
461,23699.6492992,249305.573705,311245.659856,29479.9851306
462,43221.1264419,67575.3281582,123901.925016,27158.0885951
463,32202.2707816,264073.663152,375693.423083,24226.0154358
464,57467.8429016,229221.464064,455564.452663,24226.0154358
465,40812.9590568,195358.343161,266595.582389,44170.6324935
466,95298.3074779,65776.2717599,195384.734397,24881.9523767
467,26781.5788146,137250.24741,235039.203469,39507.6680946
468,66727.6129452,215596.639929,323645.96309,49316.7446977
469,41057.3122298,90382.0382615,151152.522994,49316.7446977
470,96256.0944122,76817.2195276,190605.762381,50784.3128063
471,108333.9354,202238.836646,463563.803855,50784.3128063
472,69642.2524241,60697.6302094,436063.841825,50784.3128063
473,50821.3502662,149332.890712,260110.792026,57113.0393419
474,92092.6516282,171337.126905,326700.222443,84074.4704279
475,60500.4877895,163602.370374,331116.58112,84074.4704279
476,170292.224991,106739.067316,311254.403781,39755.2062298
477,98707.2624544,390654.988802,511655.492048,26441.4763476
478,38343.1811321,165015.363858,258722.343395,74510.1501748
479,125270.316338,64431.3204616,220212.00306,85020.9185976
480,90622.8575882,153381.753415,557781.243938,85020.9185976
481,63965.8673237,99809.0148719,327916.535689,85020.9185976
482,143989.984338,123248.927305,299794.226563,85020.9185976
483,120459.67225,113932.336832,331314.972331,137612.522005
484,5867.93481435,262285.570635,335931.909458,137612.522005
485,83273.1431317,49654.1538857,264609.238676,45628.7408112
486,160027.90751,27627.4387617,411077.26926,318108.193831
487,42017.0158168,123636.730746,285306.207024,29040.0625422
488,57772.2164713,165141.571946,331693.362619,45612.0974025
489,65409.3380961,63326.6185654,157344.269677,45612.0974025
490,20199.9035352,147050.928811,309718.094644,23183.6116387
491,205759.400708,202415.44494,538388.557844,23183.6116387
492,104030.287066,103376.737874,226335.736308,53111.1890596
493,100119.64809,94719.0658343,238499.285415,83771.1707351
494,23535.16843,266342.553876,355082.735807,83771.1707351
495,84545.1101806,99105.4731509,321343.651556,49427.5249508
496,5355.21953051,170794.968198,248994.598375,49427.5249508
497,130853.996705,268358.453701,400197.242766,6765.88780533
498,66013.6768437,13798.3461877,126010.417438,8385.50648456
499,89203.8005719,82365.1066747,207915.685918,32149.8171472
500,50390.7073134,81247.1561953,305150.458454,32149.8171472
501,23813.5761042,139088.254796,268327.375841,32149.8171472
